Unnamed: 0,施設分類,管理事務所名,管理先電話番号,緯度,経度,施設名,施設名カナ,路線種別,路線名,所在地,橋梁の種類,架設年（西暦）,橋長（m）,幅員（m）,離島架橋,長大橋,特殊橋,重要物流道路,緊急輸送道路,跨線橋,跨道橋,その他,最新点検年度,健全度Ⅰ,健全度Ⅱ,健全度Ⅲ,健全度Ⅳ,2023年点検,2024年点検,2025年点検,2026年点検,2027年点検,最新補修年度,2023年補修,2024年補修,2025年補修,2026年補修,2027年補修,対策内容,橋梁管理カルテ,橋梁管理カルテURL,geometry,bridge_id,node_type,dist_to_river,dist_to_coast,betweenness,num_buildings,num_public_facilities,num_hospitals,num_schools,num_bus_stops,num_street_connections,importance_score_base,public_access_score,traffic_proxy_score,importance_score,importance_rank,importance_category,degree,num_neighbors,component_increase,disconnected_nodes,k_hop_nodes,indirect_damage_score,narrative
83-01-001544,橋梁,防府土木建築事務所,0835-22-3485,34.23955,131.65211,岩崎橋上流側側道橋,ｲﾜｻｷﾊﾞｼｼﾞｮｳﾘｭｳｶﾞﾜｿｸﾄﾞｳｷｮｳ,一般国道,４８９号,山口市徳地船路,PC床版橋,1998,18.9,4.3,,,,,○,,,,2019,○,,,,,○,,,,,,,,,,,,,POINT (14655445.84706004 4061013.272790942),BR_0058,bridge,3.812488969210605,24605.927176743688,3.6908264241775873e-05,0,0,0,0,0,2,0.013487879310375045,0.0,100.0,20.008092727586224,681,very_low,408.0,408.0,0.0,0.0,426.0,3.434098334528648,【最低重要度】重要度が最も低いクラスの橋梁です（ランク681位、スコア20.0）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001545,橋梁,防府土木建築事務所,0835-22-3485,34.26038,131.65318,御馬橋,ｺﾞﾓｳﾊﾞｼ,一般国道,４８９号,山口市徳地船路,PCT桁橋,1981,42.6,11.5,,,,,○,,○,,2020,,○,,,,,○,,,,,,,,,,,,POINT (14655564.958915185 4063818.5145155657),BR_0059,bridge,127.36796854423228,27152.187370467498,0.0003008487732597974,0,0,0,0,0,2,0.1099431801458049,0.0,100.0,20.065965908087485,535,very_low,194.0,194.0,0.0,0.0,203.0,1.6201290939517092,【最低重要度】重要度が最も低いクラスの橋梁です（ランク535位、スコア20.1）。
83-01-001546,橋梁,防府土木建築事務所,0835-22-3485,34.26123,131.65327,新間方橋,ｼﾝﾏｶﾀﾊﾞｼ,一般国道,４８９号,山口市徳地船路,PCT桁橋,1981,61.8,11.5,,,,,○,,,,2020,○,,,,,,○,,,,,,,,,,,,POINT (14655574.977669358 4063933.0014422033),BR_0060,bridge,38.821539649233934,27255.338036339286,0.002972557048568478,0,0,0,0,0,2,1.086301172324303,0.0,100.0,20.651780703394582,278,very_low,200.0,200.0,16.0,16.0,209.0,2.526765392675539,【最低重要度】重要度が最も低いクラスの橋梁です（ランク278位、スコア20.7）。 ネットワーク上で一定の交通経路が通過しています。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001547,橋梁,防府土木建築事務所,0835-22-3485,34.27274,131.64594,野谷橋,ﾉﾀﾆﾊｼ,一般国道,４８９号,山口市徳地野谷,PCT桁橋,1983,37.1,9.2,,,,,○,,,,2019,○,,,,,○,,,,,,,,,,,,,POINT (14654759.005801845 4065483.403041331),BR_0061,bridge,23.693333759051622,28996.273937429993,0.004626361464894726,0,0,0,0,0,2,1.690672979794065,0.0,100.0,21.01440378787644,228,very_low,66.0,66.0,0.0,0.0,80.0,0.5719579249342577,【最低重要度】重要度が最も低いクラスの橋梁です（ランク228位、スコア21.0）。 ネットワーク上で一定の交通経路が通過しています。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001548,橋梁,防府土木建築事務所,0835-22-3485,34.28451,131.6536,大原橋,ｵｵﾊﾗﾊｼ,一般国道,４８９号,山口市徳地野谷,鋼H桁橋,1954,61.8,6.0,,,,,○,,,,2019,,,○,,,○,,,,,,,○,,,塗装塗替工,83-01-001548,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230131/83-01-001548_橋梁管理カルテ【大原橋】.pdf,POINT (14655611.713101324 4067069.046249957),BR_0062,bridge,35.16888065643955,30190.180801707676,2.7667364499082363e-05,0,0,0,0,0,2,0.010110854055753406,0.0,100.0,20.006066512433453,686,very_low,5.0,5.0,3.0,3.0,12.0,0.19979249710164163,【最低重要度】重要度が最も低いクラスの橋梁です（ランク686位、スコア20.0）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001549,橋梁,防府土木建築事務所,0835-22-3485,34.29224,131.66753,大原1号B橋,ｵｵﾊﾗ1ｺﾞｳBﾊｼ,一般国道,４８９号,山口市徳地野谷,RCボックス,不明,2.4,12.7,,,,,○,,,,2022,,○,,,,,,,○,,,,,,,,83-01-001549,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230630/83-01-001549_橋梁管理カルテ【大原1号B橋】.pdf,POINT (14657162.393608073 4068110.545315301),BR_0063,bridge,141.08452345483823,30726.31213684662,0.0,0,0,0,0,0,2,0.0,0.0,100.0,20.0,723,very_low,2.0,2.0,0.0,0.0,9.0,0.014184397163120567,【最低重要度】重要度が最も低いクラスの橋梁です（ランク723位、スコア20.0）。
83-01-001550,橋梁,防府土木建築事務所,0835-22-3485,34.29641,131.67454,笹ヶ滝橋,ｻｻｶﾞﾀｷﾊﾞｼ,一般国道,４８９号,山口市徳地野谷,RC床版橋,1973,8.2,6.9,,,,,○,,,,2020,,○,,,,,○,,,,,,,,,,,,POINT (14657942.743238535 4068672.428713679),BR_0064,bridge,173.04212671807346,31071.82396740797,0.00026741430033846406,0,0,0,0,0,2,0.09772477473354191,0.0,100.0,20.058634864840126,550,very_low,11.0,11.0,0.0,0.0,20.0,0.09622280659813531,【最低重要度】重要度が最も低いクラスの橋梁です（ランク550位、スコア20.1）。
83-01-001552,橋梁,防府土木建築事務所,0835-22-3485,34.31422,131.68691,横山2号B橋,ﾖｺﾔﾏ2ｺﾞｳBﾊｼ,一般国道,４８９号,山口市徳地野谷,RCボックス,不明,2.4,8.3,,,,,○,,,,2022,,,○,,,,,,○,,,,,,,,83-01-001552,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230630/83-01-001552_橋梁管理カルテ【横山2号B橋】.pdf,POINT (14659319.765339648 4071072.537313382),BR_0065,bridge,111.83231836314145,33127.1587252264,9.2040099233614e-06,0,0,0,0,0,2,0.0033635441158806336,0.0,100.0,20.00201812646953,707,very_low,23.0,23.0,0.0,0.0,33.0,0.1996971870268547,【最低重要度】重要度が最も低いクラスの橋梁です（ランク707位、スコア20.0）。
83-01-001553,橋梁,防府土木建築事務所,0835-22-3485,34.27497,131.64355,第一野谷橋,ﾀﾞｲｲﾁﾉﾀﾆﾊﾞｼ,一般国道,４８９号,山口市徳地野谷,PCT桁橋,1988,32.0,11.0,,,,,○,,,,2020,○,,,,,,○,,,,,,,,,,,,POINT (14654492.95221885 4065783.809474365),BR_0066,bridge,11.617286206644348,29373.62750005108,7.387186321254991e-05,0,0,0,0,0,2,0.026995980328861593,0.0,100.0,20.01619758819732,655,very_low,63.0,63.0,0.0,0.0,72.0,0.5292453581958723,【最低重要度】重要度が最も低いクラスの橋梁です（ランク655位、スコア20.0）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001554,橋梁,防府土木建築事務所,0835-22-3485,34.27587,131.64269,北谷中橋,ｷﾀﾀﾆﾅｶﾊﾞｼ,一般国道,４８９号,山口市徳地野谷,PCT桁橋,1988,41.2,11.0,,,,,○,,,,2020,○,,,,,,○,,,,,,,,,,,,POINT (14654397.217456764 4065905.051995702),BR_0067,bridge,12.440401120851119,29521.766774865406,0.00017496841309219688,0,0,0,0,0,2,0.06394104104858454,0.0,100.0,20.03836462462915,605,very_low,64.0,64.0,0.0,0.0,73.0,0.537572714957367,【最低重要度】重要度が最も低いクラスの橋梁です（ランク605位、スコア20.0）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001555,橋梁,防府土木建築事務所,0835-22-3485,34.30525,131.68768,津々羅橋,ﾂﾂﾞﾗﾊｼ,一般国道,４８９号,山口市徳地野谷,鋼I桁橋(w),2007,49.0,11.3,,,,,○,,,,2019,,,○,,,○,,,,,,,○,,,塗装塗替工,83-01-001555,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230131/83-01-001555_橋梁管理カルテ【津々羅橋】.pdf,POINT (14659405.481347557 4069863.6598681514),BR_0068,bridge,25.24530512887394,31923.33858937519,2.7667364499082363e-05,0,0,0,0,0,2,0.010110854055753406,0.0,100.0,20.006066512433453,686,very_low,113.0,113.0,0.0,0.0,122.0,0.9456131962706191,【最低重要度】重要度が最も低いクラスの橋梁です（ランク686位、スコア20.0）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001556,橋梁,防府土木建築事務所,0835-22-3485,34.30686,131.6879,上笹ヶ滝橋,ｶﾐｻｻｶﾞﾀｷﾊｼ,一般国道,４８９号,山口市徳地野谷,PC,2004,33.6,11.0,,,,,○,,,,2019,○,,,,,○,,,,,,,,,,,,,POINT (14659429.971635532 4070080.628361566),BR_0069,bridge,14.994276667734384,32131.934456506497,0.0006732392028110042,0,0,0,0,0,2,0.24603078202333287,0.0,100.0,20.147618469214,453,very_low,110.0,110.0,0.0,0.0,119.0,0.9206311259861344,【最低重要度】重要度が最も低いクラスの橋梁です（ランク453位、スコア20.1）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001557,橋梁,防府土木建築事務所,0835-22-3485,34.30147,131.68593,釣山大橋,ﾂﾘﾔﾏｵｵﾊｼ,一般国道,４８９号,山口市徳地野谷,鋼Ｉ桁橋(w),2003,82.6,11.0,,,,,○,,,,2019,,,○,,,○,,,,,,,○,,,塗装塗替工,83-01-001557,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230131/83-01-001557_橋梁管理カルテ【釣山大橋】.pdf,POINT (14659210.672238668 4069354.271926593),BR_0070,bridge,18.072842653463862,31460.80986463963,0.00037808375833479354,0,0,0,0,0,2,0.13816819095655555,0.0,100.0,20.082900914573933,512,very_low,123.0,123.0,0.0,0.0,132.0,1.0288867638855685,【最低重要度】重要度が最も低いクラスの橋梁です（ランク512位、スコア20.1）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001558,橋梁,防府土木建築事務所,0835-22-3485,34.30298,131.68613,下笹ヶ滝橋,ｼﾓｻｻｶﾞﾀｷﾊｼ,一般国道,４８９号,山口市徳地野谷,鋼Ｉ桁橋(w),2001,37.2,11.0,,,,,○,,,,2019,,,○,,,○,,,,,,,○,,,塗装塗替工,83-01-001558,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230131/83-01-001558_橋梁管理カルテ【下笹ヶ滝橋】.pdf,POINT (14659232.936136825 4069557.7548357327),BR_0071,bridge,18.2352958643821,31656.01639399229,0.0,0,0,0,0,0,2,0.0,0.0,100.0,20.0,723,very_low,123.0,123.0,0.0,0.0,132.0,1.0288867638855685,【最低重要度】重要度が最も低いクラスの橋梁です（ランク723位、スコア20.0）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001559,橋梁,防府土木建築事務所,0835-22-3485,34.19995,131.66621,才谷B橋②,ｻｲﾀﾆBﾊｼ,一般国道,４８９号,山口市徳地堀,RCボックス,不明,3.5,11.4,,,,,○,,,,2018,,,○,,○,,,,,,,,,,,,,,POINT (14657015.451880224 4055682.12934402),BR_0072,bridge,118.59857447657133,19108.729745809647,0.005289834088037554,0,0,0,0,0,2,1.9331346303357169,0.0,100.0,21.15988077820143,214,very_low,346.0,346.0,0.0,0.0,360.0,2.903617818152841,【最低重要度】重要度が最も低いクラスの橋梁です（ランク214位、スコア21.2）。 ネットワーク上で一定の交通経路が通過しています。
83-01-001560,橋梁,防府土木建築事務所,0835-22-3485,34.24056,131.65167,深瀬B橋,ﾌｶｾBﾊｼ,一般国道,４８９号,山口市徳地上八坂,RCボックス,不明,2.0,13.9,,,,,○,,,,2022,○,,,,,,,,○,,,,,,,,83-01-001560,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230630/83-01-001560_橋梁管理カルテ【深瀬B橋】.pdf,POINT (14655396.866484089 4061149.276656955),BR_0073,bridge,90.33610885073078,24750.126624048793,0.002488384318137802,0,0,0,0,0,2,0.9093634732050909,0.0,100.0,20.545618083923056,305,very_low,418.0,418.0,0.0,0.0,436.0,3.5173719021435974,【最低重要度】重要度が最も低いクラスの橋梁です（ランク305位、スコア20.5）。 ネットワーク上で一定の交通経路が通過しています。 河川に近接しており、洪水リスクに留意が必要です。
83-01-001561,橋梁,防府土木建築事務所,0835-22-3485,34.24387,131.65242,船路B橋,ﾌﾅｼﾞBﾊｼ,一般国道,４８９号,山口市徳地上八坂,RCボックス,不明,5.2,23.5,,,,,○,,,,2022,,○,,,,,,,○,,,,,,,,83-01-001561,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230630/83-01-001561_橋梁管理カルテ【船路B橋】.pdf,POINT (14655480.356102185 4061595.0037343195),BR_0074,bridge,205.8828428264586,25125.50356865006,0.0024623954404183303,0,0,0,0,0,2,0.8998660109620532,0.0,100.0,20.539919606577232,307,very_low,392.0,392.0,47.0,47.0,405.0,5.799604594470729,【最低重要度】重要度が最も低いクラスの橋梁です（ランク307位、スコア20.5）。 ネットワーク上で一定の交通経路が通過しています。
83-01-001562,橋梁,防府土木建築事務所,0835-22-3485,34.25948,131.65295,御馬B橋,ﾐﾏBﾊｼ,一般国道,４８９号,山口市徳地船路,RCボックス,不明,2.6,15.3,,,,,○,,,,2022,○,,,,,,,,○,,,,,,,,83-01-001562,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230630/83-01-001562_橋梁管理カルテ【御馬B橋】.pdf,POINT (14655539.355432307 4063697.2943247864),BR_0075,bridge,210.89789535578004,27048.531198476343,0.0008993307571942789,0,0,0,0,0,2,0.3286544345104913,0.0,100.0,20.197192660706296,418,very_low,194.0,194.0,20.0,20.0,203.0,2.690969291645284,【最低重要度】重要度が最も低いクラスの橋梁です（ランク418位、スコア20.2）。
83-01-001563,橋梁,防府土木建築事務所,0835-22-3485,34.2731,131.64538,北谷口B橋,ｷﾀﾀﾞﾆｸﾁBﾊｼ,一般国道,４８９号,山口市徳地野谷,RCボックス,不明,2.6,9.0,,,,,○,,,,2022,,○,,,,,,,○,,,,,,,,83-01-001563,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230630/83-01-001563_橋梁管理カルテ【北谷口B橋】.pdf,POINT (14654696.666886998 4065531.8986077914),BR_0076,bridge,26.07257992702386,29064.275997461213,6.559932122732429e-05,0,0,0,0,0,2,0.023972834966191327,0.0,100.0,20.014383700979714,659,very_low,71.0,71.0,0.0,0.0,85.0,0.6135947087417324,【最低重要度】重要度が最も低いクラスの橋梁です（ランク659位、スコア20.0）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001564,橋梁,防府土木建築事務所,0835-22-3485,34.28958,131.66138,大原3号B橋,ｵｵﾊﾗ3ｺﾞｳBﾊｼ,一般国道,４８９号,山口市徳地野谷,PCボックス,不明,4.1,15.5,,,,,○,,,,2022,,○,,,,,,,○,,○,,,,,断面修復工,83-01-001564,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230630/83-01-001564_橋梁管理カルテ【大原３号B橋】 .pdf,POINT (14656477.778739695 4067752.1402580095),BR_0077,bridge,1.0273591494454324,30573.654933391696,0.0,0,0,0,0,0,2,0.0,0.0,100.0,20.0,723,very_low,2.0,2.0,0.0,0.0,9.0,0.014184397163120567,【最低重要度】重要度が最も低いクラスの橋梁です（ランク723位、スコア20.0）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001565,橋梁,防府土木建築事務所,0835-22-3485,34.32277,131.68336,大土路1号B橋①,ｵｵﾄﾞﾛ1ｺﾞｳBﾊｼ,一般国道,４８９号,山口市徳地柚木,PCボックス,不明,3.4,17.0,,,,,○,,,,2022,,○,,,,,,,○,,,,,○,,断面修復工,83-01-001565,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230630/83-01-001565_橋梁管理カルテ【大土路1号B橋①】.pdf,POINT (14658924.58114733 4072224.932047524),BR_0078,bridge,15.910112094686609,32892.235337604994,0.010993977736994032,0,0,0,0,0,2,4.017675929871655,0.0,100.0,22.41060555792299,135,very_low,77.0,77.0,0.0,0.0,89.0,0.6564666507291418,【最低重要度】重要度が最も低いクラスの橋梁です（ランク135位、スコア22.4）。 この橋梁は、多数の交通経路が通過する重要な結節点であり、通行不能になると広範囲に影響が及びます。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001566,橋梁,防府土木建築事務所,0835-22-3485,34.32955,131.67652,大土路2号B橋,ｵｵﾄﾞﾛ2ｺﾞｳBﾊｼ,一般国道,４８９号,山口市徳地柚木,RCボックス,不明,2.0,8.2,,,,,○,,,,2022,○,,,,,,,,○,,,,,,,,83-01-001566,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230630/83-01-001566_橋梁管理カルテ【大土路2号B橋】.pdf,POINT (14658163.155830303 4073138.8443216304),BR_0079,bridge,34.197118562791374,31817.5085310313,0.00022213204710829927,0,0,0,0,0,2,0.08117667692895884,0.0,100.0,20.048706006157374,569,very_low,76.0,76.0,0.0,0.0,83.0,0.6304087975137462,【最低重要度】重要度が最も低いクラスの橋梁です（ランク569位、スコア20.0）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001567,橋梁,防府土木建築事務所,0835-22-3485,34.32304,131.68269,大土路1号B橋②,ｵｵﾄﾞﾛ1ｺﾞｳBﾊｼ,一般国道,４８９号,山口市徳地柚木,RCボックス,不明,2.4,17.0,,,,,○,,,,2022,,○,,,,,,,○,,,,,,,,83-01-001567,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230630/83-01-001567_橋梁管理カルテ【大土路1号B橋②】.pdf,POINT (14658849.997088498 4072261.3253723704),BR_0080,bridge,12.317352668605835,32809.252823904,0.0016042091283857936,0,0,0,0,0,2,0.586247539860694,0.0,100.0,20.351748523916417,351,very_low,54.0,54.0,0.0,0.0,66.0,0.4649374452147582,【最低重要度】重要度が最も低いクラスの橋梁です（ランク351位、スコア20.4）。 ネットワーク上で一定の交通経路が通過しています。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001586,橋梁,防府土木建築事務所,0835-22-3485,34.21293,131.58777,松柄橋,ﾏﾂｶﾞﾗﾊｼ,主要地方道,山口鹿野線,山口市徳地瀬戸原,PC床版橋,1987,11.45,9.2,,,,,,,,○,2020,,○,,,,,○,,,,,,,,,,,,POINT (14648283.551022403 4057429.2836500807),BR_0081,bridge,9.472923381552437,22939.158972725316,0.005086995416439948,0,0,0,0,0,2,1.8590085889683032,0.0,100.0,21.115405153380983,221,very_low,58.0,58.0,34.0,34.0,65.0,2.3009447118859145,【最低重要度】重要度が最も低いクラスの橋梁です（ランク221位、スコア21.1）。 ネットワーク上で一定の交通経路が通過しています。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001587,橋梁,防府土木建築事務所,0835-22-3485,34.21064,131.5987,榎谷B橋,ｴﾉｷﾀﾆBﾊｼ,主要地方道,山口鹿野線,山口市徳地引谷,PCボックス,不明,3.9,12.05,,,,,,,,○,2022,,○,,,,,,,○,,,,,,,,83-01-001587,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230630/83-01-001587_橋梁管理カルテ【榎谷B橋】.pdf,POINT (14649500.273056772 4057121.0219323975),BR_0082,bridge,3.838668114117735,22388.761678498267,0.0018961182687607786,0,0,0,0,0,2,0.6929237907182629,0.0,100.0,20.41575427443096,340,very_low,91.0,91.0,2.0,2.0,99.0,0.8659492679963079,【最低重要度】重要度が最も低いクラスの橋梁です（ランク340位、スコア20.4）。 ネットワーク上で一定の交通経路が通過しています。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001588,橋梁,防府土木建築事務所,0835-22-3485,34.21064,131.59975,夏焼橋,ﾅﾂﾔｹﾊｼ,主要地方道,山口鹿野線,山口市徳地夏焼,PC床版橋,1987,10.4,9.2,,,,,,,,○,2020,,○,,,,,○,,,,,,,,,,,,POINT (14649617.158522105 4057121.0219323975),BR_0083,bridge,32.79500815389475,22368.04378296348,1.123294998662744e-05,0,0,0,0,0,2,0.004105006746635883,0.0,100.0,20.002463004047982,701,very_low,95.0,95.0,0.0,0.0,104.0,0.7957207745637103,【最低重要度】重要度が最も低いクラスの橋梁です（ランク701位、スコア20.0）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001589,橋梁,防府土木建築事務所,0835-22-3485,34.21573,131.61177,落合橋,ｵﾁｱｲﾊｼ,主要地方道,山口鹿野線,山口市徳地夏焼,PC床版橋,1998,13.5,9.2,,,,,,,,○,2020,,○,,,,,○,,,,,,,,,,,,POINT (14650955.218801439 4057806.208924323),BR_0084,bridge,17.62382145738679,22854.14120113658,0.0005994042294177864,0,0,0,0,0,2,0.21904828283321232,0.0,100.0,20.13142896969993,471,very_low,109.0,109.0,0.0,0.0,121.0,0.9229420670969799,【最低重要度】重要度が最も低いクラスの橋梁です（ランク471位、スコア20.1）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001590,橋梁,防府土木建築事務所,0835-22-3485,34.2182,131.61312,第二大平橋（桜ヶ峠橋）,ｻｸﾗｶﾞﾀｵﾊｼ,主要地方道,山口鹿野線,山口市徳地夏焼,PC床版橋,1997,33.0,9.2,,,,,,,,○,2020,,○,,,,,○,,,,,,,,,,,,POINT (14651105.500114009 4058138.7212610696),BR_0085,bridge,6.9210648207030845,23168.39692732591,0.0008016342189964124,0,0,0,0,0,2,0.2929518854113992,0.0,100.0,20.17577113124684,431,very_low,95.0,95.0,0.0,0.0,106.0,0.8028129731452707,【最低重要度】重要度が最も低いクラスの橋梁です（ランク431位、スコア20.2）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001591,橋梁,防府土木建築事務所,0835-22-3485,34.22227,131.61344,刀弥橋,ﾄﾈﾊｼ,主要地方道,山口鹿野線,山口市徳地刈干,混合橋（鋼＋RC）,1980,7.2,10.5,,,,,,,,○,2019,,,○,,,○,,,,,,,,○,,塗装塗替工,83-01-001591,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230131/83-01-001591_橋梁管理カルテ【刀弥橋】.pdf,POINT (14651141.122351063 4058686.6474712),BR_0086,bridge,39.607435613602306,23707.412735854938,0.0003229150335236233,0,0,0,0,0,2,0.11800714796938325,0.0,100.0,20.07080428878163,528,very_low,78.0,78.0,0.0,0.0,85.0,0.647063511036736,【最低重要度】重要度が最も低いクラスの橋梁です（ランク528位、スコア20.1）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001592,橋梁,防府土木建築事務所,0835-22-3485,34.22668,131.63994,川口上橋,ｶﾜｸﾞﾁｶﾐﾊｼ,主要地方道,山口鹿野線,山口市徳地川口上,PC床版橋,2000,22.9,8.9,,,,,,,,○,2019,○,,,,,○,,,,,,,,,,,,,POINT (14654091.088857085 4059280.3762708227),BR_0087,bridge,1.8653635841322964,23557.775854118954,6.444651437319585e-05,0,0,0,0,0,2,0.023551549380534935,0.0,100.0,20.014130929628323,661,very_low,43.0,43.0,0.0,0.0,51.0,0.3591521236751932,【最低重要度】重要度が最も低いクラスの橋梁です（ランク661位、スコア20.0）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001593,橋梁,防府土木建築事務所,0835-22-3485,34.23014,131.64274,第一川口橋,ﾀﾞｲｲﾁｶﾜｸﾞﾁﾊｼ,主要地方道,山口鹿野線,山口市徳地川口上,RC床版橋,1968,3.1,5.4,,,,,,,,○,2019,,,○,,,○,,,,,,,,○,,断面修復工,83-01-001593,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230131/83-01-001593_橋梁管理カルテ【第一川口橋】.pdf,POINT (14654402.783431306 4059746.2260726923),BR_0088,bridge,130.82689900040205,23913.494019956917,0.0002303031420903616,0,0,0,0,0,2,0.08416274916009135,0.0,100.0,20.050497649496055,566,very_low,67.0,67.0,0.0,0.0,86.0,0.5980157781496533,【最低重要度】重要度が最も低いクラスの橋梁です（ランク566位、スコア20.1）。
83-01-001594,橋梁,防府土木建築事務所,0835-22-3485,34.23604,131.64637,桝谷橋,ﾏｽﾀﾆﾊｼ,主要地方道,山口鹿野線,山口市徳地川口下,PC床版橋,2006,25.6,15.7,,,,,,,,○,2019,○,,,,,○,,,,,,,,,,,,,POINT (14654806.873182885 4060540.6383804227),BR_0089,bridge,8.045684044253555,24444.148373129785,0.0007409320212854257,0,0,0,0,0,2,0.2707686716130762,0.0,100.0,20.162461202967847,440,very_low,186.0,186.0,0.0,0.0,207.0,1.5960634313491115,【最低重要度】重要度が最も低いクラスの橋梁です（ランク440位、スコア20.2）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001595,橋梁,防府土木建築事務所,0835-22-3485,34.23695,131.65121,掛鼻橋,ｶｹﾊﾅﾊｼ,主要地方道,山口鹿野線,山口市徳地川口下,PC床版橋,2001,58.4,11.0,,,,,,,,○,2020,,○,,,,,○,,,,,,,,,,,,POINT (14655345.659518326 4060663.171335498),BR_0090,bridge,34.908072167631396,24327.297172172668,0.00010952587359703406,0,0,0,0,0,2,0.04002550092204248,0.0,100.0,20.024015300553227,636,very_low,304.0,304.0,0.0,0.0,323.0,2.571599330623954,【最低重要度】重要度が最も低いクラスの橋梁です（ランク636位、スコア20.0）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001596,橋梁,防府土木建築事務所,0835-22-3485,34.23755,131.65296,畠田橋,ﾊﾀﾀﾞﾊｼ,主要地方道,山口鹿野線,山口市徳地川口下,PC床版橋,1979,14.4,7.5,,,,,,,,○,2019,,○,,,,○,,,,,,,,,,,,,POINT (14655540.468627214 4060743.963019395),BR_0091,bridge,1.9853388752659447,24321.360143356673,0.01047366528022429,0,0,0,0,0,2,3.8275312084991566,0.0,100.0,22.296518725099496,138,very_low,339.0,339.0,0.0,0.0,360.0,2.8701490158578373,【最低重要度】重要度が最も低いクラスの橋梁です（ランク138位、スコア22.3）。 この橋梁は、多数の交通経路が通過する重要な結節点であり、通行不能になると広範囲に影響が及びます。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001597,橋梁,防府土木建築事務所,0835-22-3485,34.23751,131.65301,畠田橋側道橋,ﾊﾀｹﾀﾞﾊﾞｼｿｸﾄﾞｳｷｮｳ,主要地方道,山口鹿野線,山口市徳地川口下,PC床版橋,1979,15.0,2.6,,,,,,,,○,2019,,○,,,,○,,,,,,,,,,,,,POINT (14655546.034601754 4060738.5768892216),BR_0092,bridge,1.606087722194053,24314.18153961947,0.0011690752644538923,0,0,0,0,0,2,0.4272307678411749,0.0,100.0,20.256338460704704,391,very_low,337.0,337.0,0.0,0.0,358.0,2.8534943023348474,【最低重要度】重要度が最も低いクラスの橋梁です（ランク391位、スコア20.3）。 ネットワーク上で一定の交通経路が通過しています。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
